combo,batch_size,hidden_layer_sizes,cv_macro_f1_mean,cv_macro_f1_std,cv_acc_mean,cv_acc_std,fit_seconds_mean,rank
0,64,"(64,)",0.7485512478918548,0.00411172898670418,0.7484714979790145,0.003672035638385561,4.436059665679932,1
8,256,"(256,)",0.7484621010160764,0.004870920661794609,0.7499001347323725,0.004277449398646781,5.1455726146698,2
5,128,"(256,)",0.7483470003848904,0.00364979184646985,0.7486999877516025,0.0033285831471820187,5.966819429397583,3
2,64,"(256,)",0.7482961632905143,0.010356193731091654,0.7499578491813987,0.007259998086586613,8.345006084442138,4
4,128,"(128,)",0.7474247802508502,0.004578821538331756,0.7489283795370106,0.0035495868937016244,4.736507225036621,5
3,128,"(64,)",0.7474131306323624,0.00872677465124422,0.7479003960315193,0.008997278436189318,3.6610529899597166,6
6,256,"(64,)",0.7457009077922389,0.011245136117076221,0.7473283142122239,0.008721394265300953,3.174155902862549,7
7,256,"(128,)",0.7455731335383521,0.0027172024839227276,0.7465280039194873,0.003126947260244531,3.7464346885681152,8
1,64,"(128,)",0.7439241113885942,0.002750456284790312,0.7445278242763239,0.0021190537959770933,6.199466419219971,9
