model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.8048992673992675,0.004077406018478591,0.803748219044649,0.004148452553977545,0.802014652014652,0.8011888382479541,0.8010070602468834,0.7528533968990994,0.9614878105292872,137.93
DecisionTree,sklearn,0.741849816849817,0.004885018305267573,0.7376180821194376,0.004324234047355566,0.7346153846153847,0.7292430588439925,0.729039893035593,0.6703749497643646,0.9335312172980123,2.27
LinearSVC,sklearn,0.7258699633699635,0.01381483177640218,0.725655237779131,0.014106359728534397,0.7197802197802198,0.7191031658443395,0.7190263333580651,0.6506263871173059,,89.77
SGDClassifier,sklearn,0.6798076923076923,0.006231144994946498,0.675122942017848,0.006459209277186521,0.6862637362637363,0.6779257733138814,0.6779075917202604,0.6116947305359207,0.9214169218077826,0.3
AdaBoost,sklearn,0.6679029304029304,0.010495740007553678,0.6637391853714899,0.01120094227919941,0.6778388278388279,0.6755714280437842,0.6754859450247892,0.6008115477011384,0.9072563124562144,72.11
LDA,sklearn,0.6668040293040293,0.008949972004779677,0.669067063632322,0.00915147511561449,0.6619047619047619,0.6641455134056663,0.6641000176010949,0.5781609624340145,0.9184031980713415,0.13
RidgeClassifier,sklearn,0.6620421245421245,0.007581607409248272,0.6625270254645345,0.007769660981265921,0.6565934065934066,0.6567095266051702,0.6566354843155477,0.5709211906336417,,0.1
QDA,sklearn,0.6341575091575091,0.009111606566910435,0.6228477656375094,0.010885068416940495,0.6261904761904762,0.6128890506583937,0.6126938647318625,0.5528330438294796,0.9137766446924449,0.14
KNN,sklearn,0.6027930402930404,0.012455559073933569,0.6035317970328481,0.012728474439031669,0.6067765567765567,0.6071850744299162,0.607192334337947,0.5105283616707663,0.8996670208867228,0.03
NearestCentroid,sklearn,0.46208791208791206,0.013915007676894877,0.4637186443980039,0.012747493490414362,0.4503663003663004,0.4524629835729064,0.4526685026563849,0.3139064659408272,0.8201668687212518,0.06
CosineSimilarity,sklearn,0.4712912087912088,0.011743635231129007,0.4572352879958732,0.01086529480956159,0.4663003663003663,0.4512831753088998,0.45145163223221707,0.34599197953320815,,0.05
