combo,iterations,depth,cv_macro_f1_mean,cv_macro_f1_std,cv_acc_mean,cv_acc_std,fit_seconds_mean,rank
7,500,6,0.7895858836429246,0.005987108490914487,0.7898493610419304,0.005880406544089831,11.559451961517334,1
8,500,8,0.7894787116259305,0.0031225948595385135,0.7896208876005388,0.003063515169858551,35.05499320030212,2
5,300,8,0.7855433323555526,0.0050560926793823974,0.7858486261380803,0.005041822948635928,23.52869577407837,3
4,300,6,0.7830458423372705,0.006654979105017751,0.7834481525333769,0.006526806158567901,9.813396406173705,4
6,500,4,0.7824305296918783,0.006140862458253666,0.7828193361368554,0.006026933852545,5.089119291305542,5
3,300,4,0.7753467137793392,0.008397665532713572,0.7758465684073,0.00829578866353314,4.750127792358398,6
2,100,8,0.7714435764127962,0.0050545689042100946,0.7719033193157229,0.004967897883671428,9.811570501327514,7
1,100,6,0.7678998664893235,0.0082095294120003,0.7683025517494795,0.008038821790876009,3.117037630081177,8
0,100,4,0.7615770562117914,0.007429036156108361,0.7620728208059446,0.0073702077650084265,1.5689903259277345,9
