model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.7687728937728938,0.008828214049752241,0.7703980986225599,0.008543304477995112,0.76996336996337,0.7718391655882082,0.771772973761783,0.7130127134033182,0.949940261568128,171.4
LinearSVC,sklearn,0.6948260073260073,0.010339016421773935,0.6957587018703931,0.010232089396401545,0.6946886446886447,0.6953640128354525,0.6953794595246743,0.6192191658964012,,49.07
DecisionTree,sklearn,0.6958333333333333,0.009402626099007052,0.6978448197120449,0.009639170348606296,0.6745421245421246,0.6756535704785324,0.6756605220442944,0.5956779426507093,0.9013964939058011,2.53
SGDClassifier,sklearn,0.6576923076923077,0.0072276913696457615,0.6537991220572806,0.00801305224715771,0.667032967032967,0.6619292027568384,0.6619752068653498,0.5872475652235154,0.9089662979890984,0.22
LDA,sklearn,0.6589285714285714,0.009835533601315723,0.6607142235371007,0.010080000209018143,0.6514652014652015,0.6536338386890967,0.6536120236761014,0.5652048433022913,0.9121911012682655,0.14
RidgeClassifier,sklearn,0.6475732600732601,0.009690855914185365,0.6481738026948592,0.010058182442539242,0.6446886446886447,0.6451251585756281,0.6450932420765363,0.5560638770534319,,0.06
AdaBoost,sklearn,0.6181776556776557,0.01242121686307062,0.6052902707022652,0.012956995975415967,0.6186813186813187,0.6100249767145907,0.6101625366189612,0.5265234689189607,0.8569040136020236,47.7
KNN,sklearn,0.5930860805860806,0.009875684772558875,0.5921792940386545,0.010661435773763859,0.593956043956044,0.5928266140320829,0.5928757836028429,0.49486334916211405,0.8931847449770236,0.04
QDA,sklearn,0.5940934065934066,0.007255917578635724,0.5817236738610175,0.009199656099804615,0.5838827838827839,0.5683460201324507,0.5683446908497652,0.4984298598371778,0.8870960871140978,0.15
CosineSimilarity,sklearn,0.4706043956043956,0.012730872846819325,0.45612415192334754,0.011898236721637924,0.4675824175824176,0.4526910167279926,0.4528604101544498,0.34772370039472117,,0.05
NearestCentroid,sklearn,0.4601648351648352,0.013786728119864785,0.46163611142537764,0.012717747834254129,0.44945054945054946,0.45135234794852164,0.4515596562560785,0.3127994764102324,0.8202802785975412,0.07
