model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.7976218021475523,0.0063654028420126,0.7976110550673654,0.0064951753949929,0.7952,0.7950392616951822,0.7950101197638514,0.7273860997287324,0.9471848637342348,21.39
LinearSVC,sklearn,0.758301000285796,0.0079703708800677,0.7590611255469035,0.0080041389245401,0.7542857142857143,0.754933552727006,0.7549028906897766,0.6734422883616054,,7.74
DecisionTree,sklearn,0.7475562813865186,0.0076791209186605,0.7461330441520898,0.0099266858158517,0.7533714285714286,0.7514090067859782,0.751375626674925,0.6734617009504017,0.9210448697175572,1.41
SGDClassifier,sklearn,0.7262963132323521,0.0041659239699822,0.7196548566545726,0.0057467298867973,0.7254857142857143,0.7182084960604684,0.7181798629713693,0.6390677434757477,0.921648299153806,0.14
LDA,sklearn,0.7040061405299473,0.0079430899508429,0.7048579848071146,0.007979159428533,0.7012571428571429,0.702199015949549,0.7021793566122163,0.6017981544549764,0.9185313455822396,0.08
RidgeClassifier,sklearn,0.7021203119258563,0.0045117247803544,0.7026949805115462,0.0046636996961408,0.6998857142857143,0.7003232293438628,0.7003050915085145,0.5999805330203806,,0.03
KNN,sklearn,0.6572553627567059,0.0034944161353668,0.656589768710233,0.0040062063031068,0.6601142857142858,0.6597909745251019,0.6597853062828618,0.5472367518734153,0.9029413430489136,0.02
QDA,sklearn,0.6498828073327072,0.0025236903953493,0.6276425917666403,0.0051143698870224,0.6436571428571428,0.6178040521058193,0.617771738133756,0.5521843526302204,0.90725507335487,0.11
CosineSimilarity,sklearn,0.5582097415588128,0.0112213723604068,0.5498327895235152,0.0110006301007197,0.5618285714285715,0.5532079450338492,0.5531829843778866,0.4259498498147504,,0.03
NearestCentroid,sklearn,0.5605533499367167,0.0137361780901436,0.5608725658550371,0.0130261608777222,0.5510857142857143,0.5514029819836793,0.5513988501016415,0.4033013808825768,0.8706243129354064,0.04
