model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
AdaBoost,sklearn,0.987083509574164,0.00199418220032878,0.9870834407234854,0.0019942473040571967,0.9869714285714286,0.9869713305532917,0.9869713223851136,0.9739600902261514,0.9990393207661359,34.72
HistGradientBoosting,sklearn,0.9894267913281345,0.0024581590216638345,0.9894267212196756,0.0024582331759932267,0.9867428571428571,0.9867427013019581,0.9867426909125647,0.9735117983364879,0.999008600764531,5.58
LinearSVC,sklearn,0.9879406524313069,0.003236282276840236,0.9879405538032137,0.0032363049001325186,0.9867428571428571,0.9867423522050486,0.9867423335036484,0.9735655477717889,,0.32
SGDClassifier,sklearn,0.9859974849957132,0.0031177674374888984,0.985997413297581,0.003117846665310462,0.9851428571428571,0.9851426584304618,0.9851426460109373,0.9703150669956084,0.9977102104926151,0.14
DecisionTree,sklearn,0.9844546441840526,0.0027292053007077787,0.9844543831776719,0.00272921846574169,0.9821714285714286,0.9821710923109525,0.9821710746130327,0.9643832377571496,0.9886487504273633,1.79
LDA,sklearn,0.9836543828849059,0.003126127665082806,0.9836526939060242,0.0031272546781176305,0.9801142857142857,0.9801116880572156,0.9801116361040743,0.9604898539895698,0.9921783114280914,0.16
RidgeClassifier,sklearn,0.9834257624627444,0.002955669804417756,0.9834239935316258,0.00295679107086537,0.9798857142857142,0.9798831908331724,0.979883139334141,0.9600224481854098,,0.06
QDA,sklearn,0.9647939084636427,0.0019120310908000591,0.9647903281056189,0.001912512126200524,0.9648,0.9647969083351725,0.9647968329287134,0.9297716951052406,0.9821803092730937,0.2
KNN,sklearn,0.9669655330094313,0.004046759587875469,0.9669635183187516,0.004047494568775153,0.9645714285714285,0.9645701772768569,0.9645701291501426,0.9292138367107704,0.9917854297749122,0.03
NearestCentroid,sklearn,0.9035830645490549,0.0052731128566539266,0.9034290731547457,0.005306655526207473,0.8992,0.8991109211202315,0.8991102358980795,0.7998382274126425,0.9718596426114425,0.07
CosineSimilarity,sklearn,0.9024971216265871,0.005736934607469626,0.902338932640529,0.005773524109647935,0.8976,0.8975108952193225,0.8975102044845885,0.7966106942476247,,0.05
