combo,n_estimators,num_leaves,cv_macro_f1_mean,cv_macro_f1_std,cv_acc_mean,cv_acc_std,fit_seconds_mean,rank
7,500,63,0.7982644937434596,0.00563193420625716,0.7981365451353448,0.005544965249019236,38.91008706092835,1
4,300,63,0.7982257025520553,0.005693905235752833,0.7981364634793614,0.005552643235403201,29.329085397720338,2
3,300,31,0.7964279273399055,0.007925175552373088,0.7963647082839995,0.0076480872449927705,15.327701807022095,3
6,500,31,0.7964023766453332,0.00787201484447761,0.7963646592904094,0.00775294559666242,19.934661293029784,4
5,300,127,0.7953895324911386,0.0041658794031404645,0.7952791083166619,0.003973498403523787,46.527645635604856,5
8,500,127,0.7953051238126726,0.004425334448429765,0.7952791736414485,0.004208968100873979,67.96577982902527,6
1,100,63,0.7939851889782419,0.0061885920174297665,0.79390710815335,0.005955750626203802,8.858906126022339,7
2,100,127,0.7937558753609395,0.007776831300292797,0.7937356795819214,0.007663909630476519,15.347621250152589,8
0,100,31,0.79234658057721,0.007985082308220048,0.7923640550361328,0.007766385071815209,4.842851257324218,9
