model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
CatBoost,sklearn,0.9896554444126894,0.0029994819078416825,0.9896553482238637,0.002999602832755326,0.9894857142857143,0.9894855555304776,0.9894855461919343,0.9790046113648672,0.9991003428101404,8.5
XGBoost,sklearn,0.9900555423998695,0.0032851709073574865,0.9900554580603815,0.0032852670089889733,0.9881142857142857,0.988114145994859,0.9881141366802305,0.97625472440938,0.9992432848584246,5.48
LightGBM,sklearn,0.9898841138284407,0.0030209048068298985,0.9898840581584274,0.003020972603544412,0.9881142857142857,0.988114061540635,0.9881140497420218,0.9762694246276179,0.9992773485336737,12.74
LogisticRegression,sklearn,0.9877120483403422,0.0025726494520034427,0.9877118859767806,0.0025727399617374194,0.9867428571428571,0.9867423522050486,0.9867423335036484,0.9735655477717889,0.9983404929745238,1.34
RandomForest,sklearn,0.9873120646715389,0.0028116958273529903,0.9873120146269528,0.0028117221675035393,0.9860571428571429,0.9860570379605402,0.9860570292191567,0.9721314888948539,0.99812022847322,9.68
ShallowNN_MLP,sklearn,0.9875405871065202,0.003403430273419159,0.9875405578360891,0.0034034351431224464,0.9858285714285714,0.9858284048400242,0.9858283937341209,0.9716831809545599,0.998087523165389,12.38
ExtraTrees,sklearn,0.9878264157106112,0.0024633694515983893,0.9878263918120016,0.002463384796684412,0.9856,0.98559985254249,0.9855998420098107,0.9712228774821572,0.9986415280922921,1.65
CNN1D,torch,0.9819968807414362,0.002829290480205964,0.9819963445700756,0.002829922208418339,0.9824,0.9823998675895345,0.982399856555329,0.9648170835696638,0.9981929533749788,16.84
RNN,torch,0.9414738904993264,0.019227184295277318,0.9413858513904116,0.01937612667452361,0.9264,0.926398611847778,0.9263986849084214,0.8528285883039997,0.9779238127241827,217.96
LSTM,torch,0.9487915404401257,0.006595299099488631,0.9487696022003277,0.0066185642341526916,0.9168,0.9167997870074547,0.9167998174349612,0.833603022702267,0.9675759787141734,81.26
