combo,fold,learning_rate,max_iter,max_leaf_nodes,min_samples_leaf,l2_regularization,cv_acc,cv_macro_f1,fit_seconds
25,5,0.03,1200,31,20,1.0,0.8025150042869391,0.8027621591411004,13.273330211639404
26,1,0.03,1200,31,50,0.0,0.7994285714285714,0.7995988082077985,14.822402000427246
26,2,0.03,1200,31,50,0.0,0.7894285714285715,0.7893914595166781,11.59901213645935
26,3,0.03,1200,31,50,0.0,0.7905115747356387,0.7909488448322768,11.952399969100952
26,4,0.03,1200,31,50,0.0,0.7922263503858246,0.7919537696969551,12.712017059326172
26,5,0.03,1200,31,50,0.0,0.7979422692197771,0.7981622475499556,10.779412984848022
27,1,0.03,1200,31,50,1.0,0.7948571428571428,0.7950705980314217,18.6839702129364
27,2,0.03,1200,31,50,1.0,0.7911428571428571,0.7910399606528336,15.398561716079712
27,3,0.03,1200,31,50,1.0,0.7890825950271506,0.7895192784257234,12.916367053985596
27,4,0.03,1200,31,50,1.0,0.7876536153186625,0.7872794526670102,14.168997287750244
27,5,0.03,1200,31,50,1.0,0.7970848813946841,0.7972322577351886,13.788601160049438
28,1,0.03,1200,63,20,0.0,0.7948571428571428,0.7952129300231459,18.55759906768799
28,2,0.03,1200,63,20,0.0,0.8,0.7998542144843764,18.762967109680176
28,3,0.03,1200,63,20,0.0,0.7913689625607316,0.7918887114217567,16.045840740203857
28,4,0.03,1200,63,20,0.0,0.7890825950271506,0.788718280334157,18.84430193901062
28,5,0.03,1200,63,20,0.0,0.7947985138611031,0.7948755458134202,19.455490112304688
29,1,0.03,1200,63,20,1.0,0.7965714285714286,0.796833268676058,24.529456853866577
29,2,0.03,1200,63,20,1.0,0.794,0.7938932949113079,23.195801973342896
29,3,0.03,1200,63,20,1.0,0.7919405544441269,0.7923834252954383,18.87830114364624
29,4,0.03,1200,63,20,1.0,0.7825092883681052,0.7819592695316793,22.339622259140015
29,5,0.03,1200,63,20,1.0,0.796513289511289,0.7967017237878122,18.29274606704712
30,1,0.03,1200,63,50,0.0,0.7974285714285714,0.7975725583895155,19.7256178855896
30,2,0.03,1200,63,50,0.0,0.7922857142857143,0.7922938674265566,19.405325174331665
30,3,0.03,1200,63,50,0.0,0.7873678193769649,0.7878148272530677,17.43610191345215
30,4,0.03,1200,63,50,0.0,0.7902257787939412,0.789795813145542,19.6982159614563
30,5,0.03,1200,63,50,0.0,0.796513289511289,0.7966646929105652,19.720896005630493
31,1,0.03,1200,63,50,1.0,0.7997142857142857,0.7999523660314677,24.084911108016968
31,2,0.03,1200,63,50,1.0,0.7925714285714286,0.7926761947025516,21.284870862960815
31,3,0.03,1200,63,50,1.0,0.791083166619034,0.79145325155436,19.386491775512695
31,4,0.03,1200,63,50,1.0,0.788796799085453,0.7883871342401126,18.363986253738403
31,5,0.03,1200,63,50,1.0,0.8002286367533581,0.8003703713960505,21.16406226158142
32,1,0.03,1200,127,20,0.0,0.7977142857142857,0.7979109344200257,26.58036780357361
32,2,0.03,1200,127,20,0.0,0.7968571428571428,0.7967183223207359,26.93718385696411
32,3,0.03,1200,127,20,0.0,0.7890825950271506,0.7894299660069802,25.883875846862793
32,4,0.03,1200,127,20,0.0,0.7899399828522435,0.7897507852182815,27.674575090408325
32,5,0.03,1200,127,20,0.0,0.79879965704487,0.7991267093814243,27.49946904182434
33,1,0.03,1200,127,20,1.0,0.8008571428571428,0.8010159923682454,31.322268962860107
33,2,0.03,1200,127,20,1.0,0.8017142857142857,0.8015773132457882,31.94421410560608
33,3,0.03,1200,127,20,1.0,0.7899399828522435,0.7902774052774513,29.39115285873413
33,4,0.03,1200,127,20,1.0,0.786510431551872,0.7863166081674704,30.951944828033447
33,5,0.03,1200,127,20,1.0,0.7985138611031724,0.7985216792852555,33.269224882125854
34,1,0.03,1200,127,50,0.0,0.7908571428571428,0.7911455898956452,29.125815868377686
34,2,0.03,1200,127,50,0.0,0.7928571428571428,0.7928161617026288,29.729060888290405
34,3,0.03,1200,127,50,0.0,0.7867962274935696,0.7871214587771714,30.51069712638855
34,4,0.03,1200,127,50,0.0,0.7879394112603602,0.7876080266862203,30.501617908477783
34,5,0.03,1200,127,50,0.0,0.7973706773363818,0.79745116316843,29.581310033798218
35,1,0.03,1200,127,50,1.0,0.798,0.7981672491067009,27.317240953445435
35,2,0.03,1200,127,50,1.0,0.7985714285714286,0.7984258954328829,24.3592050075531
35,3,0.03,1200,127,50,1.0,0.7905115747356387,0.7908233722530799,18.05935525894165
35,4,0.03,1200,127,50,1.0,0.7922263503858246,0.7918683975227337,23.053809881210327
35,5,0.03,1200,127,50,1.0,0.795655901686196,0.7958835981920909,23.14860701560974
36,1,0.02,2000,31,20,0.0,0.8002857142857143,0.8005225391724672,24.736653089523315
36,2,0.02,2000,31,20,0.0,0.7917142857142857,0.7915756980811163,18.8885178565979
36,3,0.02,2000,31,20,0.0,0.7925121463275222,0.7929173137928593,16.657949924468994
36,4,0.02,2000,31,20,0.0,0.7925121463275222,0.7921481657607472,23.153960943222046
36,5,0.02,2000,31,20,0.0,0.7967990854529866,0.7968996821551485,21.54453730583191
37,1,0.02,2000,31,20,1.0,0.7997142857142857,0.7999818385672914,22.54621696472168
37,2,0.02,2000,31,20,1.0,0.7945714285714286,0.794562693156544,27.884613037109375
37,3,0.02,2000,31,20,1.0,0.7893683909688483,0.7898020050419673,23.39241313934326
37,4,0.02,2000,31,20,1.0,0.7916547585024293,0.7912268880557882,26.040866136550903
37,5,0.02,2000,31,20,1.0,0.8013718205201487,0.8016170095337913,26.000304222106934
38,1,0.02,2000,31,50,0.0,0.7977142857142857,0.797840138343216,24.35556387901306
38,2,0.02,2000,31,50,0.0,0.794,0.7940348538925834,20.6721031665802
38,3,0.02,2000,31,50,0.0,0.7867962274935696,0.7872700585241472,20.167205095291138
38,4,0.02,2000,31,50,0.0,0.7847956559016862,0.7844272378555863,19.712090015411377
38,5,0.02,2000,31,50,0.0,0.7999428408116604,0.8001051684283196,20.256330013275146
39,1,0.02,2000,31,50,1.0,0.7934285714285715,0.7936182998695407,23.892101049423218
39,2,0.02,2000,31,50,1.0,0.792,0.791887539027523,24.61823081970215
39,3,0.02,2000,31,50,1.0,0.7916547585024293,0.7921236300067375,21.446489095687866
39,4,0.02,2000,31,50,1.0,0.7879394112603602,0.7876180839428772,22.21563196182251
39,5,0.02,2000,31,50,1.0,0.7993712489282652,0.7996069776784108,19.091275691986084
40,1,0.02,2000,63,20,0.0,0.8005714285714286,0.8007801388142476,31.402759790420532
40,2,0.02,2000,63,20,0.0,0.7968571428571428,0.7966789204167763,37.85899209976196
40,3,0.02,2000,63,20,0.0,0.796513289511289,0.7969260459434264,24.335662126541138
40,4,0.02,2000,63,20,0.0,0.786510431551872,0.786136373421489,28.140419006347656
40,5,0.02,2000,63,20,0.0,0.7976564732780794,0.7977906817948399,24.343466997146606
41,1,0.02,2000,63,20,1.0,0.7988571428571428,0.7990538738730159,30.602654218673706
41,2,0.02,2000,63,20,1.0,0.7962857142857143,0.7962640274269228,31.608685970306396
41,3,0.02,2000,63,20,1.0,0.7930837382109174,0.793558281838899,29.898937940597534
41,4,0.02,2000,63,20,1.0,0.791083166619034,0.7906991801843399,28.368828296661377
41,5,0.02,2000,63,20,1.0,0.7959416976278937,0.7961344404389165,27.16730499267578
42,1,0.02,2000,63,50,0.0,0.7965714285714286,0.7967781103884455,24.26411485671997
42,2,0.02,2000,63,50,0.0,0.7925714285714286,0.7924948362655013,27.45498299598694
42,3,0.02,2000,63,50,0.0,0.7936553300943127,0.7940334408165743,30.1924409866333
42,4,0.02,2000,63,50,0.0,0.7879394112603602,0.7874607835986329,29.27694606781006
42,5,0.02,2000,63,50,0.0,0.796513289511289,0.7967658959753797,29.79569911956787
43,1,0.02,2000,63,50,1.0,0.7985714285714286,0.7987927487902488,36.672903060913086
43,2,0.02,2000,63,50,1.0,0.7945714285714286,0.7945720467393652,33.53305101394653
43,3,0.02,2000,63,50,1.0,0.788796799085453,0.7891991758753303,29.29855489730835
43,4,0.02,2000,63,50,1.0,0.791083166619034,0.7905510592984821,32.47837686538696
43,5,0.02,2000,63,50,1.0,0.8016576164618462,0.8017769104797225,29.023080110549927
44,1,0.02,2000,127,20,0.0,0.7991428571428572,0.799273511769069,41.55374073982239
44,2,0.02,2000,127,20,0.0,0.7934285714285715,0.7932165279060273,41.024704933166504
44,3,0.02,2000,127,20,0.0,0.788796799085453,0.789257888290141,36.52427792549133
44,4,0.02,2000,127,20,0.0,0.7853672477850815,0.7850782387698889,36.99805498123169
44,5,0.02,2000,127,20,0.0,0.7950843098028008,0.7952945500752416,41.013370752334595
45,1,0.02,2000,127,20,1.0,0.8057142857142857,0.8058655596889143,52.48593807220459
45,2,0.02,2000,127,20,1.0,0.8008571428571428,0.8006392660257142,43.39667892456055
45,3,0.02,2000,127,20,1.0,0.7959416976278937,0.7963395179468475,41.04789400100708
45,4,0.02,2000,127,20,1.0,0.7885110031437553,0.788149365986358,47.87785601615906
45,5,0.02,2000,127,20,1.0,0.7970848813946841,0.7970615656889934,44.24650526046753
46,1,0.02,2000,127,50,0.0,0.7937142857142857,0.7938941355235042,47.07847285270691
46,2,0.02,2000,127,50,0.0,0.7945714285714286,0.7944204616553875,48.029550075531006
46,3,0.02,2000,127,50,0.0,0.7925121463275222,0.7928176531275352,45.49195122718811
46,4,0.02,2000,127,50,0.0,0.7879394112603602,0.787572432982629,50.22249984741211
46,5,0.02,2000,127,50,0.0,0.8016576164618462,0.8018611206710323,47.78723096847534
47,1,0.02,2000,127,50,1.0,0.7985714285714286,0.7987195877959492,47.61096501350403
47,2,0.02,2000,127,50,1.0,0.7882857142857143,0.7882041969974807,42.55955410003662
47,3,0.02,2000,127,50,1.0,0.7896541869105459,0.7898975856821698,34.24083709716797
47,4,0.02,2000,127,50,1.0,0.7867962274935696,0.7863716159700542,37.5332350730896
47,5,0.02,2000,127,50,1.0,0.7936553300943127,0.7936740449305699,47.41486215591431
