feature,mean_abs_shap_overall,mean_abs_shap_Benign/Likely benign,mean_abs_shap_Pathogenic/Likely pathogenic
allofus250k_gvs_sas_ac,5.586361113392239e-05,5.586361113392239e-05,5.586361113392239e-05
clinpred_rankscore,0.0,0.0,0.0
alfa_latin_american_latin2_freq,0.0,0.0,0.0
cscape_coding_rankscore,0.0,0.0,0.0
cadd_exome_phred,0.0,0.0,0.0
metasvm_rankscore,0.0,0.0,0.0
revel_rankscore,0.0,0.0,0.0
primateai_primateai_rankscore,0.0,0.0,0.0
siphy_logodds_rank,0.0,0.0,0.0
alfa_latin_american_latin2_alt,0.0,0.0,0.0
alfa_latin_american_latin1_freq,0.0,0.0,0.0
eve_rank_score,0.0,0.0,0.0
phylop_phylop17_primate_r,0.0,0.0,0.0
fathmm_mkl_fathmm_mkl_coding_rankscore,0.0,0.0,0.0
fitcons_fitcons_coding_rankscore,0.0,0.0,0.0
metalr_rankscore,0.0,0.0,0.0
allofus250k_gvs_mid_af,0.0,0.0,0.0
mutpred1_mutpred_rankscore,0.0,0.0,0.0
mutpred2_rankscore,0.0,0.0,0.0
allofus250k_gvs_sas_af,0.0,0.0,0.0
phastcons_phastcons100_vert_r,0.0,0.0,0.0
phastcons_phastcons470_mamm_r,0.0,0.0,0.0
allofus250k_gvs_eas_af,0.0,0.0,0.0
phastcons_phastcons17way_primate_r,0.0,0.0,0.0
bayesdel_bayesdel_addaf_rankscore,0.0,0.0,0.0
gmvp_rank_score,0.0,0.0,0.0
phylop_phylop100_vert_r,0.0,0.0,0.0
gerp_gerp_rs_rank,0.0,0.0,0.0
phylop_phylop470_mamm_r,0.0,0.0,0.0
bayesdel_bayesdel_noaf_rankscore,0.0,0.0,0.0
mutation_assessor_rankscore,0.0,0.0,0.0
fitcons_fitcons_coding_pred,0.0,0.0,0.0
fathmm_xf_coding_fathmm_xf_coding_rankscore,0.0,0.0,0.0
