model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.763507326007326,0.005152370620387799,0.7620589565950261,0.005424375189195335,0.7591575091575091,0.7578541678448871,0.7576208371895519,0.6990973947569261,0.954611594776288,146.13
DecisionTree,sklearn,0.6953296703296703,0.007909790251953071,0.6895393557115915,0.006688703128944499,0.6928571428571428,0.6827647557672263,0.6824725392960213,0.6197402245527784,0.9290014267871827,2.24
LinearSVC,sklearn,0.6723443223443224,0.012299305287083857,0.6711868712026652,0.012770905345993561,0.6628205128205128,0.6612541123294543,0.6611225342959162,0.5788183817515792,,17.92
LDA,sklearn,0.649587912087912,0.009833135308092412,0.6515162317012687,0.009926631643383092,0.6498168498168498,0.651819998087772,0.651753394725955,0.5627603410474202,0.9138140757049559,0.13
RidgeClassifier,sklearn,0.6438644688644688,0.009892918218160148,0.6437649151636741,0.010010141160493346,0.6406593406593407,0.6399921584089645,0.6398985374627971,0.5509331351664983,,0.06
SGDClassifier,sklearn,0.639102564102564,0.005630192728549258,0.6341045273872228,0.005454154611472068,0.6468864468864469,0.6392462953550773,0.6391487610488599,0.560998957877638,0.9069117253155149,0.25
AdaBoost,sklearn,0.6309523809523809,0.0065457776810877956,0.626243350434906,0.007077332273922316,0.6252747252747253,0.6204600859905203,0.620408683542185,0.5367256971463397,0.8924290293825052,40.02
KNN,sklearn,0.5865842490842491,0.012499035573094576,0.5823426827366379,0.013021671829693533,0.5899267399267399,0.5860727859630728,0.5860508127981185,0.49122187093976066,0.892942783339915,0.03
QDA,sklearn,0.5946428571428571,0.007875258217930836,0.579305240340626,0.009560952886133402,0.5899267399267399,0.5735892221948399,0.5734109460598763,0.5005219203478279,0.89429195557732,0.22
CosineSimilarity,sklearn,0.45796703296703295,0.01749884149601297,0.4467157495298091,0.016646795763929488,0.45366300366300366,0.44116710882491683,0.44133909439277913,0.3223910123193372,,0.05
NearestCentroid,sklearn,0.4365842490842491,0.015167880449751342,0.4276203727326173,0.014155880602386423,0.4336996336996337,0.4254750909965412,0.42565268290105673,0.2936428677495066,0.8092310762477766,0.06
