model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.7251815721829179,0.0105022941823513,0.7247721206851896,0.0096533667703575,0.7224770642201835,0.7212489294355844,0.7214098293507677,0.63071450847815,0.9150912449859436,19.82
DecisionTree,sklearn,0.6850942590171094,0.0136447948484584,0.6698575622895445,0.0165754227947993,0.6756880733944954,0.6517451607899002,0.6519547966298146,0.5835440319923171,0.8828887183967566,0.52
LinearSVC,sklearn,0.6382975560601236,0.0069130989010861,0.6383568407095417,0.0064376005112568,0.6401376146788991,0.6393292637054221,0.6395217195457528,0.5210051177261779,,53.61
AdaBoost,sklearn,0.6362330070011024,0.0067031736851239,0.6250331271328882,0.0138258257841424,0.6305045871559632,0.6278338706568694,0.6280373435240202,0.5087711685374643,0.8430673019626467,11.16
LDA,sklearn,0.5673560281570078,0.0089592381073592,0.5565955189668206,0.0085847902097378,0.5635321100917431,0.552025224799471,0.5521287077710273,0.4426615271064749,0.8387920678588379,0.1
SGDClassifier,sklearn,0.5396578181607701,0.0089138088693908,0.5367446619852042,0.0099713315395725,0.5415137614678899,0.5369925920470264,0.53720604171394,0.3906172287867378,0.7869059267958065,0.2
RidgeClassifier,sklearn,0.5041582529342274,0.008969050255553,0.5172301305546785,0.0077077181733359,0.501834862385321,0.5146345158655375,0.5147771516351212,0.3391196545906447,,0.04
QDA,sklearn,0.4455467128232517,0.0031489605413043,0.4469925774150636,0.0020442837839063,0.443348623853211,0.4434126378553409,0.4435135307652765,0.2719145381070701,0.747964804759623,0.13
KNN,sklearn,0.4066635280978102,0.0053641704401437,0.4083971571492054,0.0053469801118526,0.416743119266055,0.4172060502794722,0.4172208097167189,0.224574990384721,0.6914138089262437,0.03
CosineSimilarity,sklearn,0.393474040538514,0.0087744719805757,0.3984612423590494,0.0083947457361919,0.3940366972477064,0.4008941771137857,0.4009539125090024,0.1986476681142023,,0.04
NearestCentroid,sklearn,0.3868213653333614,0.0085091217409806,0.3877808383856566,0.0077689677715575,0.3779816513761468,0.3791475557210868,0.3791788483182722,0.1776416108778016,0.7042962704804763,0.05
