model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.8006868131868131,0.005082211328026249,0.7993492493896515,0.005361985980688896,0.7992673992673993,0.7982708967205717,0.7980833662508013,0.7494403864634767,0.9603666901990555,157.94
DecisionTree,sklearn,0.7418956043956044,0.006751916642655438,0.7376384879283151,0.0057103462351312,0.7347985347985349,0.7297733844650613,0.7295919066351462,0.6699488627658188,0.9313718159977906,2.21
LinearSVC,sklearn,0.7233058608058609,0.013354744461816108,0.7230545964488263,0.013397793493557093,0.7175824175824176,0.7168828784087069,0.7168070956242105,0.6479789051834016,,132.55
SGDClassifier,sklearn,0.6793040293040293,0.009999364740519443,0.6744465789489805,0.012043475356014343,0.6798534798534799,0.672618935055849,0.6726060329804492,0.6034368333236805,0.9177583616490033,0.31
AdaBoost,sklearn,0.6636446886446886,0.007670951406766868,0.6588803437108943,0.0058479121944891264,0.6716117216117216,0.666511949810656,0.666386558918409,0.5957059619685309,0.9038001735481382,75.08
LDA,sklearn,0.6618131868131868,0.007923031728121246,0.664088544261426,0.00796045007566433,0.6562271062271062,0.6583695965416221,0.658324720407825,0.5707326169009458,0.9164573868596951,0.12
RidgeClassifier,sklearn,0.6590659340659341,0.009127985834094644,0.6596346359159885,0.009303820019188943,0.654029304029304,0.6540057352869681,0.6539255989404861,0.5676606856484206,,0.09
KNN,sklearn,0.6009615384615385,0.01308755121607735,0.6017338926233868,0.013235015740661672,0.6058608058608058,0.6067216053143827,0.606712552927676,0.5091906895085626,0.8987533041260735,0.03
QDA,sklearn,0.6290750915750916,0.008426339164228365,0.6174635631768469,0.009708595039249519,0.6173992673992674,0.6042242456026103,0.604026283539954,0.5415883588431946,0.9091343641196279,0.13
CosineSimilarity,sklearn,0.4698717948717948,0.012553639156948347,0.4561581664632647,0.011787182089644301,0.46593406593406594,0.4518248254988969,0.4519934394531592,0.34547758759668934,,0.2
NearestCentroid,sklearn,0.460989010989011,0.013223606522892532,0.46257746655636217,0.012126135619345856,0.4481684981684982,0.45010664399079764,0.4503177238436482,0.3111869254548819,0.8174518849021,0.06
