model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.7905351733148247,0.005419602248166784,0.7905622780847074,0.005619765316225877,0.7924571428571429,0.7924496900919685,0.7924206362063757,0.723696734857563,0.9456823604189615,51.36
LinearSVC,sklearn,0.7502428612256564,0.005329657723426456,0.7510259076862698,0.005391410636236352,0.7483428571428571,0.7489026836102304,0.7488717767558158,0.6656696547219723,,7.7
DecisionTree,sklearn,0.7458993998285225,0.0029889421995537516,0.7432218175862841,0.005337303174512885,0.7373714285714286,0.7359728520135054,0.735936121010524,0.6518069476789107,0.9190274310136445,1.38
AdaBoost,sklearn,0.7029778467317193,0.01307948038553123,0.6951919963676432,0.016483735825743657,0.7165714285714285,0.7083454016295792,0.7083114506964785,0.6288964103634859,0.8622596046893206,28.15
SGDClassifier,sklearn,0.7316119054423713,0.006648470993191194,0.727855331121928,0.008139945244425498,0.7186285714285714,0.7041769514326673,0.704144613594477,0.6361903714324184,0.9216458839773138,0.15
RidgeClassifier,sklearn,0.6968055689380639,0.005404382865782245,0.6973845436657234,0.0055870246474785,0.6989714285714286,0.6994630843941345,0.6994450689750277,0.598747518573198,,0.07
LDA,sklearn,0.699205666925244,0.0040254040673898565,0.7001299685084821,0.0041389502690533314,0.6969142857142857,0.6978704578801809,0.6978503941197813,0.595991480491888,0.91594570960857,0.09
KNN,sklearn,0.6528547748336259,0.004959747302084624,0.6520379967835399,0.005264731946989897,0.6493714285714286,0.6482654613624991,0.6482562628343894,0.5333250489132111,0.9018639812101923,0.02
NearestCentroid,sklearn,0.5948445351733148,0.005671036771838673,0.5914350299748599,0.006210569729409995,0.5883428571428572,0.5844922368294564,0.5844715865459623,0.45870264655082116,0.8801329676201033,0.04
QDA,sklearn,0.6200483076797452,0.008831156934180344,0.5781797083864963,0.013529622111737347,0.6118857142857143,0.5615967164487587,0.5615540215046845,0.5226440132730655,0.9114898666418453,0.26
CosineSimilarity,sklearn,0.573412044257543,0.005251010248072877,0.5566813604090223,0.0062626213498150575,0.5725714285714286,0.5561144827579605,0.5560883460378018,0.445775520657428,,0.03
