model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.786991891560854,0.007083314786136878,0.786968046869626,0.007297626561313366,0.7899428571428572,0.7899786870334303,0.7899495956427804,0.7202918924435421,0.9447935857929662,7.02
LinearSVC,sklearn,0.7413271220348671,0.005131449418348995,0.7423876912714075,0.005497468998210164,0.7456,0.7464419847864702,0.7464105339563165,0.6620805848404536,,4.77
DecisionTree,sklearn,0.7458993998285225,0.0029889421995537516,0.7432218175862841,0.005337303174512885,0.7373714285714286,0.7359728520135054,0.735936121010524,0.6518069476789107,0.9190274310136445,1.16
SGDClassifier,sklearn,0.7279538643694117,0.007369837483001249,0.724820270164501,0.00625658611747222,0.7236571428571429,0.7133982349143733,0.71336418437653,0.6405579693005587,0.9229430552972869,0.1
AdaBoost,sklearn,0.7050345976401421,0.010337087967116017,0.6993934717695606,0.013709653008098354,0.7101714285714286,0.7070847800061135,0.7070512337386126,0.6157112906333931,0.8645230689251344,19.03
LDA,sklearn,0.6942904176703548,0.005753903957044645,0.6952350382472358,0.0059159569533390405,0.6886857142857142,0.6897665069269651,0.6897455737795862,0.5850431141121868,0.9122971942312847,0.05
RidgeClassifier,sklearn,0.6903469399420242,0.002061891663992177,0.6909212342590515,0.002298248247828757,0.6868571428571428,0.6873207618696139,0.6873014584750704,0.5827314291294678,,0.05
KNN,sklearn,0.6590840321724574,0.006807791743398142,0.6586287893082432,0.0070904890686273245,0.6557714285714286,0.6554081233241636,0.655397467004856,0.5413025119640432,0.9017939300147355,0.01
NearestCentroid,sklearn,0.5877576287102437,0.0031653039555812382,0.5745923644811306,0.0036762858319634435,0.5819428571428571,0.567579221207335,0.5675519468940825,0.4580414813634761,0.8829612210065909,0.03
CosineSimilarity,sklearn,0.5759268035765321,0.005082943259282789,0.5577117814506674,0.006132234660434349,0.5744,0.5565389452620785,0.556511892628491,0.4491477659441745,,0.02
QDA,sklearn,0.6161048789450047,0.007733798696108829,0.5682269074837883,0.011699537133531843,0.6075428571428572,0.5533200003351363,0.5532752086397564,0.5183265588904366,0.9109673930014542,0.05
