model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.9886418382326304,0.0033064971862605,0.9884832484661904,0.0032375813026167,0.9874008399440036,0.9873996299658014,0.9874014737421098,0.9748513024508082,0.9980400420348804,4.44
AdaBoost,sklearn,0.9880018031643488,0.0033715298189097,0.9878266403023706,0.0032881457789349,0.985300979934671,0.9852996347202748,0.9853017345671372,0.9706560292673604,0.9984257610654644,28.9
SGDClassifier,sklearn,0.9863482410538932,0.0046532082860863,0.986140939721673,0.0045998585036337,0.9832011199253384,0.983199799306982,0.983202023506319,0.966471975154922,0.9963026729174496,0.1
LinearSVC,sklearn,0.9865088800567614,0.0048590226964538,0.98628068541697,0.0048653857118775,0.9808679421371908,0.98086743804014,0.980868904504288,0.9619232839040832,,0.16
DecisionTree,sklearn,0.9835076835703876,0.0034178260875164,0.9832161989524708,0.0033975415110981,0.980634624358376,0.9806333328814746,0.9806356944392371,0.961356471803689,0.9891274495390864,1.45
LDA,sklearn,0.983740994419738,0.0030335100250889,0.9834658236013774,0.0030513596867339,0.9804013065795614,0.9804012681711682,0.9804016778606948,0.9611616787896426,0.989646787217476,0.09
RidgeClassifier,sklearn,0.9834864533549644,0.0031092508429164,0.9832104018972412,0.0030964375746487,0.9804013065795614,0.9804012681711682,0.9804016778606948,0.9611616787896426,,0.04
KNN,sklearn,0.965938442252563,0.0051716628172834,0.965356104568779,0.0052164902343851,0.9608026131591229,0.9608026131591229,0.9608026131591229,0.9220337912521712,0.9884969263355058,0.02
QDA,sklearn,0.9552017593750828,0.0059046271560045,0.9544968839421626,0.0056874425016722,0.9514699020065328,0.9514660868868368,0.9514596614220852,0.9040107031357252,0.9680697169179504,0.1
NearestCentroid,sklearn,0.9043886555684376,0.0130074008518967,0.9029997007819596,0.0129360649235476,0.8943070461969203,0.8942020822086567,0.8941523215031095,0.7922751321615661,0.9685666214737256,0.05
CosineSimilarity,sklearn,0.9030144340006456,0.0117184801396677,0.9014513988196702,0.0114747837162434,0.8938404106392908,0.8937441546153782,0.8936963996887859,0.7911264421146361,,0.03
