model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.7966506022128771,0.0030290821618964236,0.7967741967482523,0.0030163473561918824,0.7929142857142857,0.792814406735223,0.7927846479164444,0.724516137596261,0.9471081044173217,13.43
LinearSVC,sklearn,0.7581295227207774,0.007948527333002607,0.7588867614072851,0.007972957217801363,0.7542857142857143,0.754933552727006,0.7549028906897766,0.6734422883616054,,20.93
DecisionTree,sklearn,0.7197234965092068,0.005021255829521527,0.719941182218449,0.005069656911932498,0.7106285714285714,0.7111004686891755,0.7110653281831277,0.61421032385482,0.8071015816525127,3.62
SGDClassifier,sklearn,0.698519936308333,0.008073837680078027,0.6810496189810642,0.02037198860232067,0.7158857142857142,0.7015063263645408,0.7014706942762647,0.6341838087993894,0.9161118112963083,0.17
LDA,sklearn,0.7043492426407545,0.0038865827753345834,0.7053063908903411,0.003998224571271751,0.7003428571428572,0.7014133224641242,0.7013946462870655,0.6005687063049829,0.9182365792425671,0.1
RidgeClassifier,sklearn,0.7022346139713388,0.004581131070180473,0.7028113825226427,0.004744575297528321,0.7003428571428572,0.7007623259699386,0.7007442083323194,0.6005824602198143,,0.04
AdaBoost,sklearn,0.7042912668925816,0.016409221254249973,0.6936279908144632,0.017793495808841812,0.7058285714285715,0.6983497265201666,0.6983136719294545,0.613490800849497,0.8648773847379849,35.46
KNN,sklearn,0.6518256318131711,0.008115908737094675,0.6521965462406026,0.008128092776296468,0.6489142857142857,0.6492361255433623,0.6492269724592841,0.5319318983511615,0.9014163925592851,0.02
QDA,sklearn,0.6204488302780387,0.005851096936452286,0.5874159974270261,0.009553595709082133,0.6155428571428572,0.5791357455683234,0.5791000235375603,0.5218576411417449,0.907311455826221,0.27
CosineSimilarity,sklearn,0.5582097415588128,0.011221372360406807,0.5498327895235152,0.011000630100719767,0.5618285714285715,0.5532079450338492,0.5531829843778866,0.4259498498147504,,0.03
NearestCentroid,sklearn,0.5596389172416608,0.014442251046430243,0.5592294451366977,0.013534063120982346,0.5478857142857143,0.5475332811243312,0.5475272498135527,0.4000924836967286,0.870734340804822,0.04
