model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
HistGradientBoosting,sklearn,0.8024725274725275,0.006884138856074874,0.8012394705503763,0.006962069616525999,0.7998168498168499,0.7987685770126974,0.7985867097698768,0.7501405711568778,0.9609458692968031,121.63
DecisionTree,sklearn,0.7462912087912088,0.0045252135191354275,0.7437094148450937,0.004880036595404323,0.7391941391941392,0.7378876378535317,0.7377018237172019,0.6751182845618822,0.93531809109932,2.56
LinearSVC,sklearn,0.7191849816849817,0.012470908666792723,0.7190945185284215,0.012535767017456744,0.7108058608058608,0.7105163861948001,0.7104342410831539,0.6393203297995781,,155.4
SGDClassifier,sklearn,0.675412087912088,0.008813953901985928,0.670632955454489,0.008503131211279508,0.6897435897435897,0.6835245790717169,0.6834908687333427,0.6145041438492074,0.9217984480047695,0.53
AdaBoost,sklearn,0.6708791208791209,0.0021390675140656283,0.6695412840402123,0.004881718764591622,0.6756410256410257,0.6724854916509945,0.6723603667117283,0.5988420817870693,0.9089413766545885,60.77
LDA,sklearn,0.6644688644688644,0.013343947353758821,0.6667454743681649,0.013294332267358542,0.656959706959707,0.6597617611568976,0.6597099946172389,0.5722670039177842,0.9154471337288662,0.17
RidgeClassifier,sklearn,0.6606227106227106,0.008321815592404573,0.6612047679094548,0.008187690659176895,0.6586080586080586,0.6591359404125112,0.6590580427982414,0.5735022189957918,,0.13
QDA,sklearn,0.6303113553113553,0.008047739194742843,0.6187215754596773,0.009740720303327077,0.6210622710622711,0.6077452680376715,0.6075569918089924,0.5460693738858965,0.9123403633847312,0.23
KNN,sklearn,0.6021978021978022,0.009646133026655696,0.6031526376681099,0.01002043163402104,0.6051282051282051,0.6056999739163003,0.6057028791411899,0.5083548163281353,0.8991252487315498,0.05
CosineSimilarity,sklearn,0.4689102564102564,0.012524170234480903,0.45527676012888996,0.01154020528282067,0.46355311355311357,0.4495933185476286,0.4497586632709896,0.34194350563139914,,0.06
NearestCentroid,sklearn,0.4572344322344322,0.013082944933036522,0.45860681712437223,0.012026532273450947,0.4434065934065934,0.4453199993302809,0.4455266969498506,0.30526754805468176,0.8163306697105114,0.09
