model,family,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std,holdout_acc,holdout_macro_f1,holdout_weighted_f1,holdout_mcc,holdout_roc_auc_macro,fit_seconds
AdaBoost,sklearn,0.9867977626260565,0.0027361994186469773,0.986797650686244,0.0027363075881949674,0.9876571428571429,0.9876570906239656,0.9876570848202793,0.9753245013974331,0.9988957517790433,36.26
HistGradientBoosting,sklearn,0.9891411097048136,0.0031622393897104903,0.989141013701877,0.003162367886699694,0.9867428571428571,0.9867427400893688,0.9867427310852542,0.9735056892314673,0.998597224416508,26.16
LinearSVC,sklearn,0.9877692401910749,0.003040859413532342,0.9877691378703479,0.0030409192671997784,0.9853714285714286,0.9853707857936118,0.9853707636288596,0.9708342491019142,,0.31
SGDClassifier,sklearn,0.9859403748009635,0.0035258582850080543,0.985940311455186,0.0035258623053329484,0.9842285714285715,0.984228241831013,0.984228225351135,0.9685018398249536,0.9974030104765654,0.14
DecisionTree,sklearn,0.9838258441187279,0.0026846922324730038,0.9838256403654537,0.0026848904978583415,0.9803428571428572,0.980342847899984,0.9803428448190264,0.9606873347760496,0.9879281887570647,1.77
LDA,sklearn,0.9826827910015105,0.0028399939305043887,0.982680584275829,0.0028411528017015294,0.9789714285714286,0.9789683420511515,0.9789682838149198,0.958235100281692,0.990872606870079,0.15
RidgeClassifier,sklearn,0.9827970930469931,0.002816877558195222,0.9827948633603617,0.0028180536784094927,0.9787428571428571,0.9787396182061291,0.9787395582258194,0.9577887402301645,,0.05
QDA,sklearn,0.9628506920344588,0.0020921907907376384,0.9628463980691826,0.002092860380988472,0.9616,0.9615962901702805,0.9615962038951705,0.923387160338412,0.9795461213803689,0.33
KNN,sklearn,0.9612502020985587,0.004842563323135507,0.9612453159771089,0.004844233114335083,0.9602285714285714,0.9602250782488313,0.9602249930493255,0.9206271919530593,0.9898403521222714,0.03
NearestCentroid,sklearn,0.900839701139101,0.006187626977662552,0.9006721957548883,0.006228937739576817,0.8946285714285714,0.8945266502490388,0.894525900828601,0.7908125451096663,0.9665895949891707,0.06
CosineSimilarity,sklearn,0.899925235781652,0.006358671883584464,0.8997568235854836,0.006395407615702671,0.8937142857142857,0.8936114801861237,0.8936107242631225,0.7889804031938766,,0.05
