task,group,feature,baseline_f1,importance_mean,importance_std
4class,bayesdel,bayesdel_bayesdel_addaf_score,0.7950392616951822,0.002566772986537946,0.0011510294941793127
4class,bayesdel,bayesdel_bayesdel_addaf_rankscore,0.7950392616951822,0.00019845797096521567,0.0001893961562331372
4class,bayesdel,bayesdel_bayesdel_noaf_score,0.7950392616951822,-0.0007012043861887807,0.0015653791975752639
4class,bayesdel,bayesdel_bayesdel_noaf_rankscore,0.7950392616951822,-0.0020707924523585717,0.0005489798335062299
4class,chasmplus,chasmplus_ov_score,0.7950392616951822,0.001681293811069462,0.0003135987101827769
4class,chasmplus,chasmplus_pcpg_pval,0.7950392616951822,0.0009029927726873054,0.0010787750425806846
4class,chasmplus,chasmplus_kirc_pval,0.7950392616951822,0.0008992911925241875,0.000986641887648071
4class,chasmplus,chasmplus_lihc_score,0.7950392616951822,0.0007217812346977271,0.0008255728759796561
4class,chasmplus,chasmplus_kich_pval,0.7950392616951822,0.0007103886096007761,0.0007225645974576948
4class,chasmplus,chasmplus_ucs_pval,0.7950392616951822,0.0006232137410576266,0.0005028609014800933
4class,chasmplus,chasmplus_paad_pval,0.7950392616951822,0.0005994524865357787,0.0015528353211698676
4class,chasmplus,chasmplus_sarc_pval,0.7950392616951822,0.0005382819836349695,0.0007050929930437746
4class,chasmplus,chasmplus_lihc_pval,0.7950392616951822,0.0004569339783296211,0.0009262479674629814
4class,chasmplus,chasmplus_cesc_score,0.7950392616951822,0.00041532949433691345,0.0007891901131993748
4class,chasmplus,chasmplus_thym_pval,0.7950392616951822,0.000351551544596862,0.0006625785575271318
4class,chasmplus,chasmplus_kirp_score,0.7950392616951822,0.00030456611497755583,0.0004647621343465737
4class,chasmplus,chasmplus_pval,0.7950392616951822,0.00022380827190243702,0.0011885952102573256
4class,chasmplus,chasmplus_hnsc_pval,0.7950392616951822,0.00021944070589130504,0.0007021119079552548
4class,chasmplus,chasmplus_kich_score,0.7950392616951822,0.00017751616035850405,0.00028779525106223847
4class,chasmplus,chasmplus_prad_score,0.7950392616951822,0.00015486304580434319,0.0005793143390830595
4class,chasmplus,chasmplus_kirp_pval,0.7950392616951822,0.00014124849268913885,0.000991545339390103
4class,chasmplus,chasmplus_pcpg_score,0.7950392616951822,8.093691621688937e-05,0.00030888076088240606
4class,chasmplus,chasmplus_thym_score,0.7950392616951822,5.231531618183904e-05,0.00042884925252930267
4class,chasmplus,chasmplus_dlbc_pval,0.7950392616951822,-4.8684333927739853e-05,0.0005500526500303777
4class,chasmplus,chasmplus_tgct_score,0.7950392616951822,-5.426260129680616e-05,0.0003505342968641321
4class,chasmplus,chasmplus_dlbc_score,0.7950392616951822,-5.850679017328497e-05,0.00039558409050657195
4class,chasmplus,chasmplus_skcm_pval,0.7950392616951822,-0.00010195167784194936,0.0007873143046338085
4class,chasmplus,chasmplus_skcm_score,0.7950392616951822,-0.0001078175344110921,0.0004441492208540956
4class,chasmplus,chasmplus_chol_pval,0.7950392616951822,-0.00012586396947932287,0.0007065782589698321
4class,chasmplus,chasmplus_uvm_score,0.7950392616951822,-0.00015277680429590657,0.00039926621462283015
4class,chasmplus,chasmplus_blca_score,0.7950392616951822,-0.00016263984915523277,0.0005029130305956214
4class,chasmplus,chasmplus_cesc_pval,0.7950392616951822,-0.00016912024733617415,0.0009977733381709743
4class,chasmplus,chasmplus_luad_pval,0.7950392616951822,-0.0001886845337281451,0.0006570756497289832
4class,chasmplus,chasmplus_luad_score,0.7950392616951822,-0.00019418305439812268,0.0005678406589538904
4class,chasmplus,chasmplus_brca_score,0.7950392616951822,-0.0002384365824924628,0.0005898917746075779
4class,chasmplus,chasmplus_laml_score,0.7950392616951822,-0.0002945302391830329,0.00022754262317865097
4class,chasmplus,chasmplus_uvm_pval,0.7950392616951822,-0.0003424338483663525,0.000747508776062005
4class,chasmplus,chasmplus_hnsc_score,0.7950392616951822,-0.00035940214869376594,0.0004716259784705224
4class,chasmplus,chasmplus_tgct_pval,0.7950392616951822,-0.0003866910229523124,0.001182151190071085
4class,chasmplus,chasmplus_lgg_score,0.7950392616951822,-0.0004183966335205125,0.0005015615367861989
4class,chasmplus,chasmplus_kirc_score,0.7950392616951822,-0.0005061105087039386,0.000447690861533838
4class,chasmplus,chasmplus_blca_pval,0.7950392616951822,-0.0005158290605461469,0.0007933278059123335
4class,chasmplus,chasmplus_chol_score,0.7950392616951822,-0.000537570938451537,0.0003091049142867171
4class,chasmplus,chasmplus_lusc_score,0.7950392616951822,-0.0005634697287009493,0.0004328207306418973
4class,chasmplus,chasmplus_paad_score,0.7950392616951822,-0.0005687330129433121,0.0007224184261744032
4class,chasmplus,chasmplus_esca_score,0.7950392616951822,-0.0005807128764900304,0.0007093690805789688
4class,chasmplus,chasmplus_esca_pval,0.7950392616951822,-0.00059191365891067,0.0009100651207628767
4class,chasmplus,chasmplus_stad_score,0.7950392616951822,-0.0005924375361150425,0.0005531598935793917
4class,chasmplus,chasmplus_meso_score,0.7950392616951822,-0.000630228816175371,0.0003599384855531058
4class,chasmplus,chasmplus_ov_pval,0.7950392616951822,-0.0006560171000898563,0.000524150415960189
4class,chasmplus,chasmplus_ucs_score,0.7950392616951822,-0.0006643562207615195,0.0002271830359858198
4class,chasmplus,chasmplus_lusc_pval,0.7950392616951822,-0.0006837741630870808,0.0007068062796271955
4class,chasmplus,chasmplus_acc_score,0.7950392616951822,-0.0007174204132384787,0.0004024808451619584
4class,chasmplus,chasmplus_thca_pval,0.7950392616951822,-0.000730666280987935,0.0008440014460942716
4class,chasmplus,chasmplus_brca_pval,0.7950392616951822,-0.0007594142808962423,0.0009522347953229576
4class,chasmplus,chasmplus_thca_score,0.7950392616951822,-0.000796350570939186,0.00033044451464256744
4class,chasmplus,chasmplus_sarc_score,0.7950392616951822,-0.0008056619657102581,0.00044967551711687923
4class,chasmplus,chasmplus_ucec_score,0.7950392616951822,-0.0008263716345321415,0.00043407575049401895
4class,chasmplus,chasmplus_coad_score,0.7950392616951822,-0.0008530811749432154,0.0004887099606208988
4class,chasmplus,chasmplus_stad_pval,0.7950392616951822,-0.0008626259784368595,0.0009985550869986517
4class,chasmplus,chasmplus_gbm_score,0.7950392616951822,-0.0008692685664621446,0.00040897241517782643
4class,chasmplus,chasmplus_meso_pval,0.7950392616951822,-0.000870221500926327,0.0005258541996976631
4class,chasmplus,chasmplus_gbm_pval,0.7950392616951822,-0.0009240138412687116,0.000893639549923423
4class,chasmplus,chasmplus_read_score,0.7950392616951822,-0.0010435272319783806,0.0003282314628395261
4class,chasmplus,chasmplus_acc_pval,0.7950392616951822,-0.001115242315057985,0.0006939579882507497
4class,chasmplus,chasmplus_read_pval,0.7950392616951822,-0.0011153121899791008,0.001212389690051307
4class,chasmplus,chasmplus_ucec_pval,0.7950392616951822,-0.0012484279463099157,0.000630398221223323
4class,chasmplus,chasmplus_coad_pval,0.7950392616951822,-0.00131799796609543,0.0009031705423694102
4class,chasmplus,chasmplus_score,0.7950392616951822,-0.0015373283983552755,0.0012581155812125856
4class,chasmplus,chasmplus_prad_pval,0.7950392616951822,-0.0018432408458071814,0.0006628766280350344
4class,chasmplus,chasmplus_lgg_pval,0.7950392616951822,-0.0018535432126963846,0.0012111212838503706
4class,chasmplus,chasmplus_laml_pval,0.7950392616951822,-0.0018934880452776137,0.0007412388855646241
4class,conservation,gerp_gerp_nr,0.7950392616951822,0.0009824253755454037,0.000966319707153687
4class,conservation,phylop_phylop470_mamm,0.7950392616951822,0.00017942057789201992,0.001149592132701436
4class,conservation,gerp_gerp_rs_rank,0.7950392616951822,0.0,0.0
4class,conservation,phastcons_phastcons100_vert_r,0.7950392616951822,0.0,0.0
4class,conservation,phastcons_phastcons470_mamm_r,0.7950392616951822,0.0,0.0
4class,conservation,phastcons_phastcons17way_primate_r,0.7950392616951822,0.0,0.0
4class,conservation,phylop_phylop100_vert_r,0.7950392616951822,0.0,0.0
4class,conservation,phylop_phylop470_mamm_r,0.7950392616951822,0.0,0.0
4class,conservation,phylop_phylop17_primate_r,0.7950392616951822,0.0,0.0
4class,conservation,siphy_logodds_rank,0.7950392616951822,0.0,0.0
4class,conservation,phylop_phylop100_vert,0.7950392616951822,-8.023306720290612e-05,0.0009362054666207698
4class,conservation,phastcons_phastcons470_mamm,0.7950392616951822,-0.00047619641857875593,0.0013592526060427663
4class,conservation,phastcons_phastcons100_vert,0.7950392616951822,-0.0010119040178161564,0.0010652732815341617
4class,conservation,gerp_gerp_rs,0.7950392616951822,-0.0012201645907730762,0.0018263684546694179
4class,conservation,siphy_logodds,0.7950392616951822,-0.0014026468894740684,0.0007609118764969753
4class,conservation,phastcons_phastcons17way_primate,0.7950392616951822,-0.0014397487498689298,0.0016302387985604127
4class,conservation,phylop_phylop17_primate,0.7950392616951822,-0.0016878484158749708,0.0008009792294501266
4class,ditto,ditto_score,0.7950392616951822,0.13292029526895668,0.0036652261646534963
4class,metarnn,metarnn_score,0.7950392616951822,0.04840991877528482,0.004542808957468148
4class,metarnn,metarnn_rank_score,0.7950392616951822,-0.0004374567580876287,0.00036857874342379783
4class,position,original_input_pos,0.7950392616951822,-0.0016754495195265063,0.0010558585060158562
4class,position,hg19_pos,0.7950392616951822,-0.0022576520693918913,0.0009291573433610228
4class,revel,revel_score,0.7950392616951822,0.0003492600417513425,0.0017246035227034225
4class,revel,revel_rankscore,0.7950392616951822,0.0,0.0
5class,alphamissense,alphamissense_am_pathogenicity,0.7983976382448654,0.0018455110686652842,0.0012034422621428895
