task,model,group,n_dropped,baseline_f1,ablated_f1,delta
5class,CosineSimilarity,chasmplus,68,0.4527572320411749,0.4731146857013227,-0.020357453660147795
5class,HistGradientBoosting,other_vep,56,0.7983976382448654,0.7846597761544402,0.013737862090425268
5class,DecisionTree,other_vep,56,0.7292430588439925,0.7114125879723995,0.017830470871593063
5class,LinearSVC,other_vep,56,0.7185925261309196,0.696234578567611,0.022357947563308667
5class,SGDClassifier,other_vep,56,0.6782762437007495,0.6808118432083309,-0.002535599507581421
5class,AdaBoost,other_vep,56,0.672985020891321,0.6611745623471476,0.011810458544173397
5class,LDA,other_vep,56,0.6640918979978673,0.632655422774342,0.03143647522352533
5class,RidgeClassifier,other_vep,56,0.6573712559773094,0.631097307853833,0.026273948123476387
5class,QDA,other_vep,56,0.612348490793616,0.5940307142659877,0.018317776527628227
5class,KNN,other_vep,56,0.6078104042796253,0.599984132580371,0.007826271699254317
5class,NearestCentroid,other_vep,56,0.4528481796843914,0.4092659739785489,0.04358220570584248
5class,CosineSimilarity,other_vep,56,0.4527572320411749,0.4119911382288819,0.040766093812293014
5class,HistGradientBoosting,conservation,17,0.7983976382448654,0.7984722711997915,-7.463295492604605e-05
5class,DecisionTree,conservation,17,0.7292430588439925,0.7292430588439925,0.0
5class,LinearSVC,conservation,17,0.7185925261309196,0.7185045588946017,8.796723631787629e-05
5class,SGDClassifier,conservation,17,0.6782762437007495,0.6875689819568558,-0.009292738256106325
5class,AdaBoost,conservation,17,0.672985020891321,0.672985020891321,0.0
5class,LDA,conservation,17,0.6640918979978673,0.6646428500382351,-0.0005509520403678136
5class,RidgeClassifier,conservation,17,0.6573712559773094,0.6600383323432893,-0.002667076365979959
5class,QDA,conservation,17,0.612348490793616,0.6178311042265501,-0.0054826134329341025
5class,KNN,conservation,17,0.6078104042796253,0.6169941510662837,-0.009183746786658453
5class,NearestCentroid,conservation,17,0.4528481796843914,0.462251461938947,-0.009403282254555612
5class,CosineSimilarity,conservation,17,0.4527572320411749,0.4549214767995492,-0.0021642447583742896
5class,HistGradientBoosting,population_af,47,0.7983976382448654,0.7578541678448871,0.0405434703999783
5class,DecisionTree,population_af,47,0.7292430588439925,0.6827647557672263,0.04647830307676626
5class,LinearSVC,population_af,47,0.7185925261309196,0.6612541123294543,0.057338413801465316
5class,SGDClassifier,population_af,47,0.6782762437007495,0.6392462953550773,0.039029948345672194
5class,AdaBoost,population_af,47,0.672985020891321,0.6204600859905203,0.05252493490080068
5class,LDA,population_af,47,0.6640918979978673,0.651819998087772,0.012271899910095252
5class,RidgeClassifier,population_af,47,0.6573712559773094,0.6399921584089645,0.01737909756834488
5class,QDA,population_af,47,0.612348490793616,0.5735892221948399,0.0387592685987761
5class,KNN,population_af,47,0.6078104042796253,0.5860727859630728,0.02173761831655252
5class,NearestCentroid,population_af,47,0.4528481796843914,0.4254750909965412,0.02737308868785021
5class,CosineSimilarity,population_af,47,0.4527572320411749,0.4411671088249168,0.01159012321625813
5class,HistGradientBoosting,functional,4,0.7983976382448654,0.7718391655882082,0.026558472656657228
5class,DecisionTree,functional,4,0.7292430588439925,0.6756535704785324,0.05358948836546018
5class,LinearSVC,functional,4,0.7185925261309196,0.6953640128354525,0.023228513295467157
5class,SGDClassifier,functional,4,0.6782762437007495,0.6619292027568384,0.01634704094391104
5class,AdaBoost,functional,4,0.672985020891321,0.6100249767145907,0.06296004417673029
5class,LDA,functional,4,0.6640918979978673,0.6536338386890967,0.010458059308770529
5class,RidgeClassifier,functional,4,0.6573712559773094,0.6451251585756281,0.012246097401681255
5class,QDA,functional,4,0.612348490793616,0.5683460201324507,0.04400247066116525
5class,KNN,functional,4,0.6078104042796253,0.5928266140320829,0.014983790247542372
5class,NearestCentroid,functional,4,0.4528481796843914,0.4513523479485216,0.0014958317358698126
5class,CosineSimilarity,functional,4,0.4527572320411749,0.4526910167279926,6.621531318229401e-05
5class,HistGradientBoosting,position,2,0.7983976382448654,0.7966385643530061,0.001759073891859364
5class,DecisionTree,position,2,0.7292430588439925,0.7224033171448793,0.0068397416991132776
5class,LinearSVC,position,2,0.7185925261309196,0.718962460725314,-0.00036993459439438325
5class,SGDClassifier,position,2,0.6782762437007495,0.6876480577721088,-0.009371814071359341
5class,AdaBoost,position,2,0.672985020891321,0.672985020891321,0.0
5class,LDA,position,2,0.6640918979978673,0.6635023419269108,0.000589556070956454
5class,RidgeClassifier,position,2,0.6573712559773094,0.6579379662872189,-0.0005667103099095128
5class,QDA,position,2,0.612348490793616,0.6116541089440014,0.0006943818496145671
5class,KNN,position,2,0.6078104042796253,0.6052576170308145,0.002552787248810806
5class,NearestCentroid,position,2,0.4528481796843914,0.4520835590888429,0.000764620595548493
5class,CosineSimilarity,position,2,0.4527572320411749,0.4534552995354454,-0.0006980674942704823
3class,HistGradientBoosting,ditto,1,0.9459342485558792,0.9425930909977082,0.003341157558170993
3class,DecisionTree,ditto,1,0.9043588161324086,0.9026581348746976,0.0017006812577110564
3class,LinearSVC,ditto,1,0.8762373178501358,0.8719797578111418,0.004257560038994024
3class,AdaBoost,ditto,1,0.870360820262896,0.8646003538649012,0.005760466397994768
3class,SGDClassifier,ditto,1,0.8579857232293113,0.8522213906340553,0.005764332595255994
3class,RidgeClassifier,ditto,1,0.8476836131809696,0.8429416000282592,0.004742013152710389
3class,LDA,ditto,1,0.8454625440492118,0.8408288067756012,0.004633737273610605
3class,QDA,ditto,1,0.8272978965298098,0.8211694090782719,0.006128487451537934
3class,KNN,ditto,1,0.7720838671947577,0.7715835195953654,0.0005003475993923256
3class,CosineSimilarity,ditto,1,0.6673173530883435,0.6624858450969522,0.004831507991391315
3class,NearestCentroid,ditto,1,0.6416253010228964,0.6370423802137024,0.00458292080919398
3class,HistGradientBoosting,alphamissense,1,0.9459342485558792,0.947668164612279,-0.0017339160563998313
3class,DecisionTree,alphamissense,1,0.9043588161324086,0.9043588161324086,0.0
3class,LinearSVC,alphamissense,1,0.8762373178501358,0.8757371740453216,0.0005001438048142237
3class,AdaBoost,alphamissense,1,0.870360820262896,0.870360820262896,0.0
3class,SGDClassifier,alphamissense,1,0.8579857232293113,0.8579565689557905,2.9154273520792806e-05
3class,RidgeClassifier,alphamissense,1,0.8476836131809696,0.8476329808394221,5.063234154756291e-05
3class,LDA,alphamissense,1,0.8454625440492118,0.8431894664026266,0.002273077646585242
3class,QDA,alphamissense,1,0.8272978965298098,0.8267937545360954,0.000504141993714402
3class,KNN,alphamissense,1,0.7720838671947577,0.7714656265168595,0.0006182406778982852
3class,CosineSimilarity,alphamissense,1,0.6673173530883435,0.6657331760498179,0.001584177038525647
3class,NearestCentroid,alphamissense,1,0.6416253010228964,0.6395334283807265,0.002091872642169923
3class,HistGradientBoosting,revel,2,0.9459342485558792,0.9474501277616733,-0.0015158792057941017
3class,DecisionTree,revel,2,0.9043588161324086,0.9043588161324086,0.0
3class,LinearSVC,revel,2,0.8762373178501358,0.8766236623368538,-0.00038634448671803767
3class,AdaBoost,revel,2,0.870360820262896,0.870360820262896,0.0
3class,SGDClassifier,revel,2,0.8579857232293113,0.8591644352406983,-0.0011787120113869731
3class,RidgeClassifier,revel,2,0.8476836131809696,0.8478987094939953,-0.00021509631302563115
3class,LDA,revel,2,0.8454625440492118,0.8449141947564197,0.0005483492927921274
3class,QDA,revel,2,0.8272978965298098,0.8267703633472396,0.0005275331825701501
3class,KNN,revel,2,0.7720838671947577,0.7739526560813542,-0.001868788886596473
3class,CosineSimilarity,revel,2,0.6673173530883435,0.6668083662144072,0.0005089868739363013
3class,NearestCentroid,revel,2,0.6416253010228964,0.640103299434697,0.0015220015881993731
3class,HistGradientBoosting,cadd,4,0.9459342485558792,0.9474114803763566,-0.0014772318204774315
3class,DecisionTree,cadd,4,0.9043588161324086,0.9043588161324086,0.0
3class,LinearSVC,cadd,4,0.8762373178501358,0.8758259264222014,0.00041139142793444883
3class,AdaBoost,cadd,4,0.870360820262896,0.870360820262896,0.0
3class,SGDClassifier,cadd,4,0.8579857232293113,0.8580081229512094,-2.239972189810313e-05
3class,RidgeClassifier,cadd,4,0.8476836131809696,0.8480597943459355,-0.00037618116496584975
3class,LDA,cadd,4,0.8454625440492118,0.8420475876004433,0.003414956448768547
3class,QDA,cadd,4,0.8272978965298098,0.8238392505133824,0.0034586460164274246
3class,KNN,cadd,4,0.7720838671947577,0.7728913962855452,-0.0008075290907874066
3class,CosineSimilarity,cadd,4,0.6673173530883435,0.6674186766257096,-0.00010132353736613808
3class,NearestCentroid,cadd,4,0.6416253010228964,0.6391227271602523,0.0025025738626440752
3class,HistGradientBoosting,metarnn,2,0.9459342485558792,0.945412713871846,0.0005215346840331536
3class,DecisionTree,metarnn,2,0.9043588161324086,0.9034321198140004,0.0009266963184082488
3class,LinearSVC,metarnn,2,0.8762373178501358,0.8750841140429454,0.0011532038071904172
3class,AdaBoost,metarnn,2,0.870360820262896,0.8593455275867288,0.011015292676167188
3class,SGDClassifier,metarnn,2,0.8579857232293113,0.8548531241587104,0.0031325990706009277
3class,RidgeClassifier,metarnn,2,0.8476836131809696,0.8484878051259567,-0.0008041919449870427
3class,LDA,metarnn,2,0.8454625440492118,0.8438076691014826,0.0016548749477292013
3class,QDA,metarnn,2,0.8272978965298098,0.8241320202499584,0.0031658762798514317
3class,KNN,metarnn,2,0.7720838671947577,0.7702492278962868,0.0018346392984709414
3class,CosineSimilarity,metarnn,2,0.6673173530883435,0.6636796303738278,0.0036377227145156787
3class,NearestCentroid,metarnn,2,0.6416253010228964,0.6341550521344426,0.007470248888453823
3class,HistGradientBoosting,bayesdel,4,0.9459342485558792,0.9462673394197548,-0.00033309086387567355
3class,DecisionTree,bayesdel,4,0.9043588161324086,0.9113552162672236,-0.006996400134814951
3class,LinearSVC,bayesdel,4,0.8762373178501358,0.8708938281803357,0.005343489669800139
3class,AdaBoost,bayesdel,4,0.870360820262896,0.8690060723195633,0.0013547479433326792
3class,SGDClassifier,bayesdel,4,0.8579857232293113,0.8507156111856964,0.00727011204361494
3class,RidgeClassifier,bayesdel,4,0.8476836131809696,0.8470371023049007,0.0006465108760689287
3class,LDA,bayesdel,4,0.8454625440492118,0.8401116007596944,0.0053509432895174625
3class,QDA,bayesdel,4,0.8272978965298098,0.8229647333438797,0.004333163185930133
3class,KNN,bayesdel,4,0.7720838671947577,0.774811283730048,-0.0027274165352902946
3class,CosineSimilarity,bayesdel,4,0.6673173530883435,0.6602009124271561,0.00711644066118744
3class,NearestCentroid,bayesdel,4,0.6416253010228964,0.6357270309167752,0.005898270106121206
3class,HistGradientBoosting,chasmplus,68,0.9459342485558792,0.9461597717869424,-0.00022552323106328487
3class,DecisionTree,chasmplus,68,0.9043588161324086,0.9043588161324086,0.0
3class,LinearSVC,chasmplus,68,0.8762373178501358,0.8631865262469991,0.013050791603136713
3class,AdaBoost,chasmplus,68,0.870360820262896,0.870360820262896,0.0
3class,SGDClassifier,chasmplus,68,0.8579857232293113,0.8554238271271372,0.002561896102174166
3class,RidgeClassifier,chasmplus,68,0.8476836131809696,0.8370962221439041,0.010587391037065519
3class,LDA,chasmplus,68,0.8454625440492118,0.835936285936286,0.009526258112925845
3class,QDA,chasmplus,68,0.8272978965298098,0.7856253596124668,0.04167253691734296
3class,KNN,chasmplus,68,0.7720838671947577,0.7887521585880076,-0.01666829139324988
3class,CosineSimilarity,chasmplus,68,0.6673173530883435,0.6919985002109401,-0.024681147122596614
3class,NearestCentroid,chasmplus,68,0.6416253010228964,0.6787560409618053,-0.03713073993890892
3class,HistGradientBoosting,other_vep,56,0.9459342485558792,0.938622757715736,0.007311490840143153
3class,DecisionTree,other_vep,56,0.9043588161324086,0.9053134970119076,-0.0009546808794989037
3class,LinearSVC,other_vep,56,0.8762373178501358,0.8618091922632695,0.014428125586866347
3class,AdaBoost,other_vep,56,0.870360820262896,0.8728062481567939,-0.0024454278938979
3class,SGDClassifier,other_vep,56,0.8579857232293113,0.838355122049657,0.019630601179654317
3class,RidgeClassifier,other_vep,56,0.8476836131809696,0.8320422112717987,0.01564140190917096
3class,LDA,other_vep,56,0.8454625440492118,0.8105869006549135,0.03487564339429838
3class,QDA,other_vep,56,0.8272978965298098,0.8058790511581986,0.021418845371611206
3class,KNN,other_vep,56,0.7720838671947577,0.769664077830492,0.0024197893642657897
3class,CosineSimilarity,other_vep,56,0.6673173530883435,0.6214926159780094,0.04582473711033408
3class,NearestCentroid,other_vep,56,0.6416253010228964,0.5905693397737465,0.051055961249149906
3class,HistGradientBoosting,conservation,17,0.9459342485558792,0.9459140459607176,2.020259516155587e-05
3class,DecisionTree,conservation,17,0.9043588161324086,0.9043588161324086,0.0
3class,LinearSVC,conservation,17,0.8762373178501358,0.8763088976451772,-7.157979504135437e-05
3class,AdaBoost,conservation,17,0.870360820262896,0.870360820262896,0.0
3class,SGDClassifier,conservation,17,0.8579857232293113,0.8593864415104289,-0.0014007182811175412
3class,RidgeClassifier,conservation,17,0.8476836131809696,0.8497822987748456,-0.0020986855938759374
3class,LDA,conservation,17,0.8454625440492118,0.8422848332839589,0.0031777107652529724
3class,QDA,conservation,17,0.8272978965298098,0.8340398468268454,-0.006741950297035615
3class,KNN,conservation,17,0.7720838671947577,0.787339831909927,-0.015255964715169212
3class,CosineSimilarity,conservation,17,0.6673173530883435,0.6706102455586794,-0.0032928924703359286
3class,NearestCentroid,conservation,17,0.6416253010228964,0.6439906006702368,-0.0023652996473404464
3class,HistGradientBoosting,population_af,47,0.9459342485558792,0.940503168232044,0.005431080323835102
3class,DecisionTree,population_af,47,0.9043588161324086,0.9053179515733816,-0.0009591354409729247
3class,LinearSVC,population_af,47,0.8762373178501358,0.8687984674900556,0.007438850360080185
3class,AdaBoost,population_af,47,0.870360820262896,0.8627646230858256,0.007596197177070385
3class,SGDClassifier,population_af,47,0.8579857232293113,0.8571079047328594,0.0008778184964519653
3class,RidgeClassifier,population_af,47,0.8476836131809696,0.8469662061756248,0.0007174070053448389
3class,LDA,population_af,47,0.8454625440492118,0.8421486351112689,0.003313908937942922
3class,QDA,population_af,47,0.8272978965298098,0.8239294707966848,0.0033684257331250134
3class,KNN,population_af,47,0.7720838671947577,0.7707625758153155,0.0013212913794422576
3class,CosineSimilarity,population_af,47,0.6673173530883435,0.6665281462643561,0.0007892068239874206
3class,NearestCentroid,population_af,47,0.6416253010228964,0.6378164249137855,0.003808876109110848
3class,HistGradientBoosting,functional,4,0.9459342485558792,0.8989896345981402,0.04694461395773897
3class,DecisionTree,functional,4,0.9043588161324086,0.8309634189497945,0.07339539718261412
3class,LinearSVC,functional,4,0.8762373178501358,0.8338500539187454,0.04238726393139036
3class,AdaBoost,functional,4,0.870360820262896,0.8034777688040714,0.06688305145882456
3class,SGDClassifier,functional,4,0.8579857232293113,0.811564128615324,0.046421594613987316
3class,RidgeClassifier,functional,4,0.8476836131809696,0.8212250960176979,0.026458517163271744
3class,LDA,functional,4,0.8454625440492118,0.8241551255527159,0.021307418496495978
3class,QDA,functional,4,0.8272978965298098,0.7052292088114255,0.1220686877183843
3class,KNN,functional,4,0.7720838671947577,0.7559423753292212,0.016141491865536595
3class,CosineSimilarity,functional,4,0.6673173530883435,0.6668379421083976,0.00047941097994586013
3class,NearestCentroid,functional,4,0.6416253010228964,0.6388489560423237,0.0027763449805726648
3class,HistGradientBoosting,position,2,0.9459342485558792,0.943072359118049,0.0028618894378301674
3class,DecisionTree,position,2,0.9043588161324086,0.9043588161324086,0.0
3class,LinearSVC,position,2,0.8762373178501358,0.875709853015961,0.0005274648341747623
3class,AdaBoost,position,2,0.870360820262896,0.870360820262896,0.0
3class,SGDClassifier,position,2,0.8579857232293113,0.856570259738889,0.0014154634904223196
3class,RidgeClassifier,position,2,0.8476836131809696,0.8479459404096613,-0.00026232722869168335
3class,LDA,position,2,0.8454625440492118,0.8456573060030707,-0.000194761953858813
3class,QDA,position,2,0.8272978965298098,0.826578933728535,0.0007189628012748139
3class,KNN,position,2,0.7720838671947577,0.7723498027189134,-0.00026593552415565824
3class,CosineSimilarity,position,2,0.6673173530883435,0.6653893891145501,0.0019279639737933563
3class,NearestCentroid,position,2,0.6416253010228964,0.6410415683797394,0.0005837326431570311
